"Species","nboots","num.bg.points","tree.complexity","mllr","lmt","auc","sd.auc","auc.pwd","sd.auc.pwd"
"Mastomys natalensis",25,"Same",1,2,7,0.724694445392939,0.0421126895485661,0.675479772809565,0.0467868621695398
