"Country"	"Year"	"Locality"	"Diagnosis"	"Reference"	"Full_Reference"	"DOI"	"bibtex"	"Latitude"	"Longitude"	"Genus"	"Species"
"Niger"	2006	"Gaya barrage"	"morpho + chrom + PCR cytb"	"Duplantier et al. 2009"	"Granjon, Laurent, and Jean-Marc Duplantier. Rodents of Sahelo-Sudanese Africa . 2009."	"NA"	"granjon2009rongeurs"	"11.88"	"3.45"	"Mastomys"	"Mastomys natalensis"
"Niger"	2007	"Boumba"	"morpho + chrom + PCR cytb"	"Duplantier et al. 2009"	"Granjon, Laurent, and Jean-Marc Duplantier. Rodents of Sahelo-Sudanese Africa . 2009."	"NA"	"granjon2009rongeurs"	"12.41"	"2.83"	"Mastomys"	"Mastomys natalensis"
"Niger"	2007	"Gangara"	"morpho + chrom + PCR cytb"	"Duplantier et al. 2009"	"Granjon, Laurent, and Jean-Marc Duplantier. Rodents of Sahelo-Sudanese Africa . 2009."	"NA"	"granjon2009rongeurs"	"14.61"	"8.50"	"Mastomys"	"Mastomys natalensis"
"Niger"	2007	"Karey Kopto"	"morpho + chrom + PCR cytb"	"Duplantier et al. 2009"	"Granjon, Laurent, and Jean-Marc Duplantier. Rodents of Sahelo-Sudanese Africa . 2009."	"NA"	"granjon2009rongeurs"	"12.55"	"2.63"	"Mastomys"	"Mastomys natalensis"
"Senegal"	"1999-2001"	"Kedougou A"	"morpho + PCR cytb"	"Duplantier et al. 2009"	"Granjon, Laurent, and Jean-Marc Duplantier. Rodents of Sahelo-Sudanese Africa . 2009."	"NA"	"granjon2009rongeurs"	"12.55"	"-12.18"	"Mastomys"	"Mastomys natalensis"
"Senegal"	2005	"Dindifello"	"morpho + PCR cytb"	"Duplantier et al. 2009"	"Granjon, Laurent, and Jean-Marc Duplantier. Rodents of Sahelo-Sudanese Africa . 2009."	"NA"	"granjon2009rongeurs"	"12.38"	"-12.32"	"Mastomys"	"Mastomys natalensis"
"Ghana"	"2010-2011"	"Natorduori"	"morpho + PCR cytb"	"Kronmann et al. 2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	10.25816667	-2.626	"Mastomys"	"Mastomys natalensis"
"Ghana"	"2010-2011"	"Bewena"	"morpho + PCR cytb"	"Kronmann et al. 2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	9.547	-1.6325	"Mastomys"	"Mastomys natalensis"
"Ghana"	"2010-2011"	"Teanoba"	"morpho + PCR cytb"	"Kronmann et al. 2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	10.395	-0.366	"Mastomys"	"Mastomys natalensis"
"Ghana"	"2010-2011"	"Jirandogo"	"morpho + PCR cytb"	"Kronmann et al. 2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	8.347166667	-0.345833333	"Mastomys"	"Mastomys natalensis"
"Ghana"	"2010-2011"	"Amomaso"	"morpho + PCR cytb"	"Kronmann et al. 2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	7.122666667	-2.327666667	"Mastomys"	"Mastomys natalensis"
"Ghana"	"2010-2011"	"Doninga"	"morpho + PCR cytb"	"Kronmann et al. 2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	10.61933333	-1.421833333	"Mastomys"	"Mastomys natalensis"
"Ghana"	"2010-2011"	"Mangoase"	"morpho + PCR cytb"	"Kronmann et al. 2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	7.9685	-1.663166667	"Mastomys"	"Mastomys natalensis"
"Ghana"	"2010-2011"	"Monkwo"	"morpho + PCR cytb"	"Kronmann et al. 2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	7.674166667	-0.633	"Mastomys"	"Mastomys natalensis"
"Ghana"	"2010-2011"	"Ehiawenwu"	"morpho + PCR cytb"	"Kronmann et al. 2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	6.4495	-0.851833333	"Mastomys"	"Mastomys natalensis"
"Mali"	1999	"Kalifabougou"	"morpho + PCR cytb"	"Lecompte et al. 2005"	"Lecompte E, Brouat C, Duplantier JM, Galan M, Granjon L, Loiseau A, Mouline K, Cosson JF. Molecular identification of four cryptic species of Mastomys (Rodentia, Murinae). Biochemical Systematics and Ecology. 2005 Jul 1;33(7):681-9."	"10.1016/j.bse.2004.12.015"	"lecompte2005molecular"	"12.95"	"-8.17"	"Mastomys"	"Mastomys natalensis"
"Mali"	1999	"Kalibougou"	"morpho + PCR cytb"	"Lecompte et al. 2005"	"Lecompte E, Brouat C, Duplantier JM, Galan M, Granjon L, Loiseau A, Mouline K, Cosson JF. Molecular identification of four cryptic species of Mastomys (Rodentia, Murinae). Biochemical Systematics and Ecology. 2005 Jul 1;33(7):681-9."	"10.1016/j.bse.2004.12.015"	"lecompte2005molecular"	"13.03"	"-7.23"	"Mastomys"	"Mastomys natalensis"
"Mali"	1999	"Sokolobougou"	"morpho + PCR cytb"	"Lecompte et al. 2005"	"Lecompte E, Brouat C, Duplantier JM, Galan M, Granjon L, Loiseau A, Mouline K, Cosson JF. Molecular identification of four cryptic species of Mastomys (Rodentia, Murinae). Biochemical Systematics and Ecology. 2005 Jul 1;33(7):681-9."	"10.1016/j.bse.2004.12.015"	"lecompte2005molecular"	"12.88"	"-8.14"	"Mastomys"	"Mastomys natalensis"
"Mali"	1999	"Samaya"	"morpho + PCR cytb"	"Lecompte et al. 2005"	"Lecompte E, Brouat C, Duplantier JM, Galan M, Granjon L, Loiseau A, Mouline K, Cosson JF. Molecular identification of four cryptic species of Mastomys (Rodentia, Murinae). Biochemical Systematics and Ecology. 2005 Jul 1;33(7):681-9."	"10.1016/j.bse.2004.12.015"	"lecompte2005molecular"	"12.55"	"-8.05"	"Mastomys"	"Mastomys natalensis"
"Mali"	1999	"Dilly"	"morpho + PCR cytb"	"Lecompte et al. 2005"	"Lecompte E, Brouat C, Duplantier JM, Galan M, Granjon L, Loiseau A, Mouline K, Cosson JF. Molecular identification of four cryptic species of Mastomys (Rodentia, Murinae). Biochemical Systematics and Ecology. 2005 Jul 1;33(7):681-9."	"10.1016/j.bse.2004.12.015"	"lecompte2005molecular"	"14.99"	"-7.67"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Bamakama"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"7.7163889"	"-9.2686111"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Bantou"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"10.0666667"	"-10.5833333"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Bhoita"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"8.0833333"	"-8.9144444"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Denguedou"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"8.4927778"	"-10.4452778"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Franfina"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"9.6333333"	"-8.9433333"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Gagal"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"11.0833333"	"-12.2833333"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Gbetaya"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"9.84"	"-11.0333333"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Kodoko"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"10.5"	"-9.0166667"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Sangassou"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"8.6"	"-9.4666667"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Saourou"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"11.5166667"	"-9.0"	"Mastomys"	"Mastomys natalensis"
"Guinea"	"2002-2005"	"Tanganya"	"morpho + PCR cytb"	"Lecompte et al. 2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"10.0"	"-10.9666667"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Geliama"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	8.22	-11.03	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Giehun"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	8.17	-11.08	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Kpandebu"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	8.22	-11.07	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Lalehun"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	8.2	-11.08	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Landoma"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	8.23	-11.05	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Lowoma"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	8.22	-11.03	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Mamaka"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	9.1	-12.32	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Niahun"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	8	-11.07	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Palima"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	8.1	-11.33	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	"1977-1982"	"Tongola"	"morpho + karyotype"	"McCormick et al. 1987"	"McCormick JB, Webb PA, Krebs JW, Johnson KM, Smith ES. A prospective study of the epidemiology and ecology of Lassa fever. Journal of Infectious Diseases. 1987 Mar 1;155(3):437-44."	"10.1093/infdis/155.3.437"	"mccormick1987prospective"	8.22	-11.05	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Abagboro"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	7.5439	4.5131	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Kako"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	7.6906	4.6194	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Esira"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	7.7013	4.6554	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Eguare Egoro"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	6.773	6.0924	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Ekpoma"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	6.7414	6.1049	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Onmba Abena"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	7.641	8.4066	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Mayo Ranewo"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	8.8242	10.9209	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Ngel Nyaki"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	7.0919	11.0911	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Batkanu"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.07"	"-12.42"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Belebu"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"7.78"	"-12.00"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Bumban"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.12"	"-11.90"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Fadugu"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.38"	"-11.77"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Giema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"8.20"	"-11.05"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Kafogo"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.40"	"-11.73"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Kamagbengbe"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.18"	"-11.93"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Kathumpe"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.50"	"-12.23"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Konia"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"8.10"	"-11.02"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Meema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"8.12"	"-11.00"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Petema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"7.83"	"-12.00"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Segbwema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"7.98"	"-10.95"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Waridalah"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.70"	"-11.88"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Yengema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"7.83"	"-12.02"	"Mastomys"	"Mastomys natalensis"
"Benin"	"2016-2017"	"Worogui"	"morpho + PCR cytb"	"Yadouleton_Agolinou_2019"	"Yadouleton A, Agolinou A, Kourouma F, Saizonou R, Pahlmann M, Bedié SK, Bankolé H, Becker-Ziaja B, Gbaguidi F, Thielebein A, Magassouba NF. Lassa Virus in Pygmy Mice, Benin, 2016–2017. Emerging infectious diseases. 2019 Oct;25(10):1977."	"10.3201/eid2510.180523"	"yadouleton2019lassa"	8.883947222	2.671825	"Mastomys"	"Mastomys natalensis"
